Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
22253036,12/03/2011 12:26:00 PM,12/04/2011 09:10:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11368,41-02 111 STREET,111 STREET,41 AVENUE,42 AVENUE,,,ADDRESS,CORONA,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and installed caps and chains.,12/04/2011 09:10:00 AM,04 QUEENS,4019970032,QUEENS,1024305,212839,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
30135905,03/09/2015 01:34:14 AM,03/09/2015 03:30:09 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,77-20 AUSTIN STREET,AUSTIN STREET,77 AVENUE,77 ROAD,,,ADDRESS,FOREST HILLS,,Precinct,Closed,03/09/2015 09:34:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/09/2015 03:29:05 AM,06 QUEENS,4033340186,QUEENS,1029892,199629,PHONE,Unspecified,QUEENS,,,,,,,,40.7144945,-73.8353584,"(40.7144945, -73.8353584)"
30416320,04/16/2015 06:18:50 PM,04/16/2015 06:59:09 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,114-41 132 STREET,132 STREET,LINDEN BOULEVARD,115 AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,04/17/2015 02:18:50 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/16/2015 06:58:49 PM,10 QUEENS,4116580051,QUEENS,1037149,187356,PHONE,Unspecified,QUEENS,,,,,,,,40.6807676,-73.8092772,"(40.6807676, -73.8092772)"
30991487,07/02/2015 09:08:15 AM,07/02/2015 01:57:35 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11104,,,,,39 STREET,47 AVENUE,INTERSECTION,SUNNYSIDE,,Precinct,Closed,07/02/2015 05:08:15 PM,The Police Department responded to the complaint and took action to fix the condition.,07/02/2015 01:57:04 PM,02 QUEENS,,QUEENS,1004603,209623,PHONE,Unspecified,QUEENS,,,,,,,,40.7420199,-73.9265516,"(40.7420199, -73.9265516)"
45783463,03/14/2020 11:33:41 AM,03/15/2020 08:42:14 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,106-02 101 AVENUE,101 AVENUE,106 STREET,107 STREET,106 STREET,107 STREET,,OZONE PARK,101 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/15/2020 12:42:20 PM,09 QUEENS,4094240001,QUEENS,1029508,189564,MOBILE,Unspecified,QUEENS,,,,,,,,40.68687045114175,-73.83681123884288,"(40.68687045114175, -73.83681123884288)"
43418088,07/30/2019 11:38:06 AM,08/15/2019 08:59:54 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10473,1770 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",08/15/2019 08:59:54 AM,09 BRONX,2036630002,BRONX,1021184,239852,PHONE,Unspecified,BRONX,,,,,,,,40.8249366,-73.8665492,"(40.8249366, -73.8665492)"
45807097,03/13/2020 02:28:00 PM,03/13/2020 02:28:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,AVE L,73 ST E,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,03/12/2020 02:28:00 PM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
42309267,06/25/2015 03:47:38 PM,07/07/2015 12:00:00 AM,DOB,Department of Buildings,Miscellaneous Categories,Inspection Work Order (DOB),,10452,923 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,07/07/2015 12:00:00 AM,04 BRONX,2024760047,BRONX,1005527,241262,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8288583,-73.9231169,"(40.8288583, -73.9231169)"
28689268,08/15/2014 06:41:32 PM,08/15/2014 07:39:27 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,591 DECATUR STREET,DECATUR STREET,HOWARD AVENUE,SARATOGA AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,08/16/2014 02:41:32 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/15/2014 07:38:44 PM,03 BROOKLYN,3015010066,BROOKLYN,1006628,188149,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.683074,-73.9193153,"(40.683074, -73.9193153)"
38786932,03/26/2018 01:07:10 PM,03/27/2018 09:42:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11106,33 ROAD,33 ROAD,21 STREET,23 STREET,,,BLOCKFACE,Astoria,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/27/2018 09:42:00 AM,01 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
42544449,08/17/2012 11:19:15 AM,08/17/2012 11:19:15 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11434,115-30 175 STREET,175 STREET,,,,,ADDRESS,Jamaica,,N/A,Closed,,The Department of Buildings has investigated this complaint and found evidence of conditions that present an imminent danger duing occupancy of a portion of the property. A partial vacate order has been issued.,08/17/2012 12:00:00 AM,12 QUEENS,4124050123,QUEENS,1046838,190895,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.6904181,-73.7743116,"(40.6904181, -73.7743116)"
33682489,06/24/2016 09:27:01 PM,06/24/2016 11:02:24 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1120 BRYANT AVENUE,BRYANT AVENUE,EAST 167 STREET,WEST FARMS ROAD,,,ADDRESS,BRONX,,Precinct,Closed,06/25/2016 05:27:01 AM,The Police Department responded to the complaint and took action to fix the condition.,06/24/2016 11:02:24 PM,03 BRONX,2027540061,BRONX,1015010,240578,ONLINE,Unspecified,BRONX,,,,,,,,40.8269529,-73.8888539,"(40.8269529, -73.8888539)"
21143501,08/30/2011 12:45:26 PM,10/05/2011 02:22:32 PM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11105,22-49 23 STREET,23 STREET,AMTRAK RAILROAD,22 DRIVE,,,ADDRESS,ASTORIA,,N/A,Closed,09/09/2011 10:12:02 PM,The Department of Parks and Recreation has corrected the condition.,10/05/2011 02:22:32 PM,01 QUEENS,4008770012,QUEENS,1007203,222979,PHONE,Unspecified,QUEENS,,,,,,,,40.7786723,-73.9171233,"(40.7786723, -73.9171233)"
27459471,02/17/2014 07:21:00 PM,02/19/2014 12:25:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,BARLOW AVE,CORTELYOU AVE,,,,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/19/2014 12:25:00 AM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
41909889,03/08/2019 02:15:42 PM,07/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11221,390 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/20/2019 04:33:38 PM,"The City inspected the property for cleaning, but no graffiti was found.",08/07/2019 12:44:32 PM,04 BROOKLYN,3033320141,BROOKLYN,1007022,192106,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.693934,-73.9178813,"(40.693934, -73.9178813)"
16875364,06/16/2010 01:10:16 PM,06/16/2010 02:18:51 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10455,,,,,,,,BRONX,,N/A,Closed,06/19/2010 01:10:16 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,06/16/2010 02:18:51 PM,01 BRONX,,BRONX,,,PHONE,Pontiac Playground,BRONX,,,,,,,,,,
28786492,08/30/2014 12:00:00 AM,09/07/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11417,86-09 SUTTER AVENUE,SUTTER AVENUE,86 STREET,87 STREET,,,ADDRESS,Ozone Park,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,09/07/2014 12:00:00 AM,10 QUEENS,4091470041,QUEENS,1025730,185556,ONLINE,Unspecified,QUEENS,,,,,,,,40.6758879,-73.8504584,"(40.6758879, -73.8504584)"
33200783,04/23/2016 09:00:22 AM,09/28/2016 10:20:21 AM,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11435,86-06 148 STREET,148 STREET,86 AVENUE,87 AVENUE,,,ADDRESS,JAMAICA,,N/A,Closed,10/22/2016 02:40:42 PM,The Department of Transportation has completed the request or corrected the condition.,09/28/2016 10:20:21 AM,08 QUEENS,4097240085,QUEENS,1036945,197253,PHONE,Unspecified,QUEENS,,,,,,,,40.7079337,-73.8099352,"(40.7079337, -73.8099352)"
24672524,12/27/2012 12:00:00 AM,01/06/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11433,155-13 108 AVENUE,108 AVENUE,155 STREET,156 STREET,,,ADDRESS,Jamaica,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,01/06/2013 12:00:00 AM,Unspecified QUEENS,4101340051,QUEENS,1040555,192243,PHONE,Unspecified,QUEENS,,,,,,,,,,
42752587,05/23/2019 07:54:00 AM,05/28/2019 07:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10019,611 WEST 56 STREET,WEST 56 STREET,11 AVE,12 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/28/2019 07:00:00 AM,04 MANHATTAN,1011040025,MANHATTAN,986354,219758,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.769861,-73.9924041,"(40.769861, -73.9924041)"
29815302,01/29/2015 10:58:00 AM,02/04/2015 07:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11234,2439 EAST 69 STREET,EAST 69 STREET,AVENUE X,AVENUE Y,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/04/2015 07:00:00 AM,18 BROOKLYN,3084560015,BROOKLYN,1011209,162800,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6134837,-73.9028996,"(40.6134837, -73.9028996)"
18388057,08/01/2010 12:00:00 AM,08/08/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10025,50 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST 102 STREET,WEST 103 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/08/2010 12:00:00 AM,0 Unspecified,1018380021,Unspecified,994420,229349,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
45684703,02/24/2020 03:17:28 PM,02/24/2020 06:12:32 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,638 EAST  169 STREET,EAST  169 STREET,BEND,BOSTON ROAD,BEND,BOSTON ROAD,,BRONX,EAST  169 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,02/24/2020 11:12:35 PM,03 BRONX,2026150034,BRONX,1011690,242079,ONLINE,Unspecified,BRONX,,,,,,,,40.83108373215557,-73.90084397080425,"(40.83108373215557, -73.90084397080425)"
39635676,07/03/2018 10:08:00 AM,07/07/2018 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10314,136 ROOSEVELT AVENUE,ROOSEVELT AVENUE,WILLOWBROOK ROAD,HAROLD STREET,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,07/07/2018 12:00:00 PM,02 STATEN ISLAND,5008220014,STATEN ISLAND,947469,158966,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6029249,-74.1324561,"(40.6029249, -74.1324561)"
32074989,11/26/2015 03:22:11 PM,11/27/2015 02:54:05 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463,3240 HENRY HUDSON PARKWAY EAST,HENRY HUDSON PARKWAY EAST,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",11/27/2015 02:54:05 PM,08 BRONX,2057890024,BRONX,1008211,261852,PHONE,Unspecified,BRONX,,,,,,,,40.8853647,-73.9133448,"(40.8853647, -73.9133448)"
28356587,06/27/2014 05:29:24 PM,07/07/2014 05:17:59 PM,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10003,,,,,EAST 18 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,07/17/2014 05:29:24 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",07/07/2014 05:14:03 PM,06 MANHATTAN,,MANHATTAN,988930,206998,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7348371,-73.983113,"(40.7348371, -73.983113)"
47071249,08/02/2020 08:45:47 AM,08/03/2020 07:55:56 PM,MAYORâS OFFICE OF SPECIAL ENFORCEMENT,Mayorâs Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,11420,134-09 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,134 STREET,135 STREET,134 STREET,135 STREET,,SOUTH OZONE PARK,ROCKAWAY BOULEVARD,,Closed,,The Office of Special Enforcement attempted to investigate or referred to another agency which attempted to investigate but the business was not open.,08/03/2020 07:55:00 PM,10 QUEENS,4117010006,QUEENS,1038675,185104,ONLINE,Unspecified,QUEENS,,,,,,,,40.67457717318112,-73.80379350570813,"(40.67457717318112, -73.80379350570813)"
18652587,09/09/2010 09:39:10 AM,09/10/2010 04:00:57 PM,DOT,Department of Transportation,Street Condition,Unsafe Worksite,Street,10023,,,,,WEST END AVENUE,WEST 66 STREET,INTERSECTION,NEW YORK,,N/A,Closed,09/12/2010 09:39:10 AM,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",09/10/2010 04:00:57 PM,07 MANHATTAN,,MANHATTAN,987784,222001,PHONE,Unspecified,MANHATTAN,,,,,,,,40.776017,-73.9872402,"(40.776017, -73.9872402)"
29001455,10/03/2014 05:14:57 PM,10/03/2014 06:32:42 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11355,59-40 157 STREET,157 STREET,59 AVENUE,LONG ISLAND EXPRESSWAY,,,ADDRESS,FLUSHING,,Precinct,Closed,10/04/2014 01:14:57 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,10/03/2014 06:31:21 PM,07 QUEENS,4067340057,QUEENS,1036542,208762,PHONE,Unspecified,QUEENS,,,,,,,,40.7395255,-73.8112994,"(40.7395255, -73.8112994)"
23493170,06/25/2012 12:00:00 AM,07/10/2012 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,11229,2053 HARING STREET,HARING STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/10/2012 12:00:00 AM,15 BROOKLYN,3073360065,BROOKLYN,1000614,158437,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
35207132,01/09/2017 02:38:33 PM,01/18/2017 02:48:22 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11213,1365 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/18/2017 02:48:22 PM,08 BROOKLYN,3013780079,BROOKLYN,1002869,183636,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6706955,-73.932881,"(40.6706955, -73.932881)"
28299258,06/19/2014 11:22:38 AM,06/19/2014 05:34:32 PM,DOF,Personal Exemption Unit,DOF Property - Reduction Issue,Personal STAR Exemption,"1-, 2- and 3- Family Home",11360,,,,,,,ADDRESS,BAYSIDE,,N/A,Closed,06/24/2014 11:22:38 AM,See notes.,06/19/2014 05:33:59 PM,11 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
18347303,07/26/2010 12:00:00 AM,07/28/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,11206,10 HART STREET,HART STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/28/2010 12:00:00 AM,0 Unspecified,3017700012,Unspecified,997757,191713,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
40170819,09/02/2018 10:28:00 PM,09/05/2018 10:58:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,10314,18 ELVIN STREET,ELVIN STREET,GARDEN ST,UNNAMED ST,ELVIN ST,GARDEN ST,INTERSECTION,STATEN ISLAND,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,09/05/2018 10:58:00 AM,01 STATEN ISLAND,5007120020,STATEN ISLAND,950108,162028,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,,,
36331416,06/01/2017 08:51:00 PM,06/02/2017 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11373,,,,,QUEENS BOULEVARD,55 ROAD,INTERSECTION,Elmhurst,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/02/2017 11:00:00 AM,04 QUEENS,,QUEENS,1018796,207146,PHONE,Unspecified,QUEENS,,,,,,,,40.7351771,-73.8753457,"(40.7351771, -73.8753457)"
20446621,05/16/2011 12:00:00 AM,05/20/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10027,2451 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST 131 STREET,WEST 132 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/20/2011 12:00:00 AM,10 MANHATTAN,1019580018,MANHATTAN,998575,235912,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,
19370508,12/17/2010 12:00:00 AM,01/04/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10453,150 WEST 179 STREET,WEST 179 STREET,ANDREWS AVENUE,LORING PLACE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/04/2011 12:00:00 AM,0 Unspecified,2032210026,Unspecified,1008161,250940,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
